date,venue,title,year,synopsis,url,cost,details,rating,posterSource,poster
"8 Jun 2018",washington-square-park,"The Scent of Green Papaya",1993,"A little girl, Mui, went to a house as a new servant. The mother still mourns the death of her daughter, who would have been Mui's age. In her mind she treated Mui as her daughter. 10 years...",http://frenchculture.org/events/8040-scent-green-papaya,0,"Film at 8:30pm",,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NDk1MjA4NF5BMl5BanBnXkFtZTcwNzIyNDQzMQ@@._V1_SX300.jpg,/img/posters/2018/the-scent-of-green-papaya-1993.jpg
"15 Jun 2018",washington-square-park,"The Rules of the Game",1939,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau.",http://frenchculture.org/events/8041-rules-game,0,"Film at 8:30pm",,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NjE2Nzk2OF5BMl5BanBnXkFtZTgwMDk1MDM5MTE@._V1_SX300.jpg,/img/posters/2018/the-rules-of-the-game-1939.jpg
"22 Jun 2018",transmitter-park-brooklyn,"La Bûche",1999,"Christmas, family, and infidelity. Yvette's husband has died, and her grown daughters join her at the grave: Sonia, wealthy, bourgeois, and generous; Louba, living with their dad Stanislas,...",http://frenchculture.org/events/8042-la-buche,0,"Film at 8:30pm",N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NTY4NjI1MF5BMl5BanBnXkFtZTcwMjMwNjQyMQ@@._V1_SX300.jpg,/img/posters/2018/la-b-che-1999.jpg
"29 Jun 2018",transmitter-park-brooklyn,Garçon!,1983,"A middle-aged waiter has long harbored dreams of becoming a singer, and is also anxious to prove he's as virile as he was when he started pushing plates. He gets a chance to rev up his ...",http://frenchculture.org/events/8043-garcon,0,"Film at 8:30pm",N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMzYyOThlMjYtMzIyMS00NzZmLWI3MWMtY2QyNjczNTEwOGIyXkEyXkFqcGdeQXVyNDY0NDM0NzI@._V1_SX300.jpg,/img/posters/2018/gar-on-1983.jpg
"6 Jul 2018",tompkins-square-park,"Le Boucher",1970,"An unlikely friendship between a dour, working class butcher and a repressed schoolteacher coincides with a grisly series of Ripper-type murders in a provincial French town.",http://frenchculture.org/events/8044-le-boucher,0,"Film at 8:30pm",GP,https://images-na.ssl-images-amazon.com/images/M/MV5BNzUyY2IxNzItZTNhNS00YmE5LWFmNDAtMTEwMDRiYTM3MDEyXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,/img/posters/2018/le-boucher-1970.jpg
"11 Jul 2018",j-hood-wright-park,"El discreto encanto de la burguesía",,,http://frenchculture.org/events/8046-el-discreto-encanto-de-la-burguesia,0,"Film at 8:30pm",,,
"13 Jul 2018",tompkins-square-park,"Romantics Anonymous",2010,"What happens when a man and a woman share a common passion? They fall in love. And this is what happens to Jean-René, the boss of a small chocolate factory, and Angélique, a gifted ...",http://frenchculture.org/events/8047-romantics-anonymous,0,"Film at 8:30pm",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BNjk2NDg5MDE4NV5BMl5BanBnXkFtZTcwMjkwNjgwNw@@._V1_SX300.jpg,/img/posters/2018/romantics-anonymous-2010.jpg
"20 Jul 2018",riverside-park-pier-1,"You Will Be My Son",2011,"A story that focuses on the problematic relationship between Paul Marseul, owner of a prestigious vineyard in Saint Emilion and his son, Martin, who works with him on the family estate. ...",http://frenchculture.org/events/8048-you-will-be-my-son,0,"Film at 8:30pm",R,https://images-na.ssl-images-amazon.com/images/M/MV5BNjUxODgwMzAxM15BMl5BanBnXkFtZTcwMzk5NDc5OQ@@._V1_SX300.jpg,/img/posters/2018/you-will-be-my-son-2011.jpg
"27 Jul 2018",riverside-park-pier-1,"Haute Cuisine",2012,"The story of Danièle Delpeuch and how she was appointed as the private chef for François Mitterrand.",http://frenchculture.org/events/8049-haute-cuisine,0,"Film at 8:30pm",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMDUzODc3M15BMl5BanBnXkFtZTcwNTA4NzQzOQ@@._V1_SX300.jpg,/img/posters/2018/haute-cuisine-2012.jpg
"6 Sep 2018",rotunda-columbia-university,"The Grocer’s Son",2007,"Antoine Sforza, a thirty-year-old young man, left his village ten years before in order to start a new life in the big city, but now that his father, a traveling grocer, is in hospital ...",http://frenchculture.org/events/8051-grocers-son,0,"Film at 7:30pm",N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMTU3MDIzMF5BMl5BanBnXkFtZTcwNDcyMTMzMg@@._V1_SX300.jpg,/img/posters/2018/the-grocer-s-son-2007.jpg
"12 Jul 2018",harbor-view-lawn-brooklyn-bridge-park,"Desperately Seeking Susan",1985,"A bored suburban housewife, seeking escape from her life, suffers amnesia after an accident, wakes up, and is mistaken for a free-spirited New York City drifter named Susan.",https://www.brooklynbridgepark.org/events/desperately-seeking-susan,0,"Film at 6:00pm",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BZGY2ZGU4OGMtODMxMC00M2M1LWE0ZGQtOGM1Yjk4MTJmNTZlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,/img/posters/2018/desperately-seeking-susan-1985.jpg
"19 Jul 2018",harbor-view-lawn-brooklyn-bridge-park,"Kung Fu Panda 2",2011,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",https://www.brooklynbridgepark.org/events/kung-fu-panda-2,0,"Film at 6:00pm",PG,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MTQ3NTI3Nl5BMl5BanBnXkFtZTcwNzEzODQ2NA@@._V1_SX300.jpg,/img/posters/2018/kung-fu-panda-2-2011.jpg
"26 Jul 2018",harbor-view-lawn-brooklyn-bridge-park,"Paris Is Burning",1990,"A chronicle of New York's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",https://www.brooklynbridgepark.org/events/paris-is-burning,0,"Film at 6:00pm",R,https://ia.media-imdb.com/images/M/MV5BMTY2NTc4MjQwMV5BMl5BanBnXkFtZTcwNjg5MTAzMQ@@._V1_SX300.jpg,/img/posters/2018/paris-is-burning-1990.jpg
"2 Aug 2018",harbor-view-lawn-brooklyn-bridge-park,"Bend It Like Beckham",2002,"The daughter of orthodox Sikh rebels against her parents' traditionalism and joins a football team.",https://www.brooklynbridgepark.org/events/bend-it-like-beckham,0,"Film at 6:00pm",PG-13,https://ia.media-imdb.com/images/M/MV5BMTg1Njk5NjczM15BMl5BanBnXkFtZTYwNjc2NTQ3._V1_SX300.jpg,/img/posters/2018/bend-it-like-beckham-2002.jpg
"9 Aug 2018",harbor-view-lawn-brooklyn-bridge-park,"Wayne's World",1992,"Two slacker friends try to promote their public-access cable show.",https://www.brooklynbridgepark.org/events/waynes-world,0,"Film at 6:00pm",PG-13,https://m.media-amazon.com/images/M/MV5BMDAyNDY3MjUtYmJjYS00Zjc5LTlhM2MtNzgzYjNlOWVkZjkzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,/img/posters/2018/wayne-s-world-1992.jpg
"16 Aug 2018",harbor-view-lawn-brooklyn-bridge-park,"Love & Basketball",2000,"Monica and Quincy love and play basketball together through many life challenges from childhood to adulthood.",https://www.brooklynbridgepark.org/events/love-basketball,0,"Film at 6:00pm",PG-13,https://ia.media-imdb.com/images/M/MV5BMTU4NjY4NTI5MF5BMl5BanBnXkFtZTYwNjQ4OTc3._V1_SX300.jpg,/img/posters/2018/love-basketball-2000.jpg
"23 Aug 2018",harbor-view-lawn-brooklyn-bridge-park,"Wonder Woman",2017,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",https://www.brooklynbridgepark.org/events/wonder-woman,0,"Film at 6:00pm",PG-13,https://ia.media-imdb.com/images/M/MV5BNDFmZjgyMTEtYTk5MC00NmY0LWJhZjktOWY2MzI5YjkzODNlXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,
"30 Aug 2018",harbor-view-lawn-brooklyn-bridge-park,(TBC),,,https://www.brooklynbridgepark.org/events/public-vote-1,0,"Film at 6:00pm

Public vote",,,
"11 Jul 2018",pier-63-chelsea,"Get Out",2017,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",https://hudsonriverpark.org/events/riverflicks-big-hit-wednesdays,0,"Film at 8:30pm",R,https://ia.media-imdb.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_SX300.jpg,/img/posters/2018/get-out-2017.jpg
"18 Jul 2018",pier-63-chelsea,"The Big Sick",2017,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",https://hudsonriverpark.org/events/riverflicks-big-hit-wednesdays,0,"Film at 8:30pm",R,https://ia.media-imdb.com/images/M/MV5BZWM4YzZjOTEtZmU5ZS00ZTRkLWFiNjAtZTEwNzIzMDM5MjdmXkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_SX300.jpg,/img/posters/2018/the-big-sick-2017.jpg
"25 Jul 2018",pier-63-chelsea,"Jumanji: Welcome to the Jungle",2017,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",https://hudsonriverpark.org/events/riverflicks-big-hit-wednesdays,0,"Film at 8:30pm",PG-13,https://ia.media-imdb.com/images/M/MV5BODQ0NDhjYWItYTMxZi00NTk2LWIzNDEtOWZiYWYxZjc2MTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
"1 Aug 2018",pier-63-chelsea,"Three Billboards Outside Ebbing, Missouri",2017,"A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.",https://hudsonriverpark.org/events/riverflicks-big-hit-wednesdays,0,"Film at 8:30pm",R,https://ia.media-imdb.com/images/M/MV5BMjMxNzgwMDUyMl5BMl5BanBnXkFtZTgwMTQ0NTIyNDM@._V1_SX300.jpg,/img/posters/2018/three-billboards-outside-ebbing-missouri-2017.jpg
"8 Aug 2018",pier-63-chelsea,"Wonder Woman",2017,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",https://hudsonriverpark.org/events/riverflicks-big-hit-wednesdays,0,"Film at 8:30pm",PG-13,https://ia.media-imdb.com/images/M/MV5BNDFmZjgyMTEtYTk5MC00NmY0LWJhZjktOWY2MzI5YjkzODNlXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,
"15 Aug 2018",pier-63-chelsea,"Lady Bird",2017,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",https://hudsonriverpark.org/events/riverflicks-big-hit-wednesdays,0,"Film at 8:30pm",R,https://ia.media-imdb.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,/img/posters/2018/lady-bird-2017.jpg
"22 Aug 2018",pier-63-chelsea,"Blade Runner 2049",2017,"A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.",https://hudsonriverpark.org/events/riverflicks-big-hit-wednesdays,0,"Film at 8:30pm",R,https://ia.media-imdb.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SX300.jpg,/img/posters/2018/blade-runner-2049-2017.jpg
"13 Jul 2018",pier-46-greenwich-village,Moana,2016,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",https://hudsonriverpark.org/events/hudson-riverflick,0,"Film at 8:30pm",PG,https://ia.media-imdb.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_SX300.jpg,
"20 Jul 2018",pier-46-greenwich-village,Wonder,2017,"Based on the New York Times bestseller, WONDER tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters 5th grade, attending a mainstream elementary school for the first time.",https://hudsonriverpark.org/events/hudson-riverflick,0,"Film at 8:30pm",PG,https://ia.media-imdb.com/images/M/MV5BYjFhOWY0OTgtNDkzMC00YWJkLTk1NGEtYWUxNjhmMmQ5ZjYyXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,/img/posters/2018/wonder-2017.jpg
"27 Jul 2018",pier-46-greenwich-village,Jumanji,1995,"When two kids find and play a magical board game, they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game.",https://hudsonriverpark.org/events/hudson-riverflick,0,"Film at 8:30pm",PG,https://ia.media-imdb.com/images/M/MV5BZTk2ZmUwYmEtNTcwZS00YmMyLWFkYjMtNTRmZDA3YWExMjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,/img/posters/2018/jumanji-1995.jpg
"3 Aug 2018",pier-46-greenwich-village,"Paddington 2",2017,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",https://hudsonriverpark.org/events/hudson-riverflick,0,"Film at 8:30pm",PG,https://ia.media-imdb.com/images/M/MV5BMmYwNWZlNzEtNjE4Zi00NzQ4LWI2YmUtOWZhNzZhZDYyNmVmXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_SX300.jpg,/img/posters/2018/paddington-2-2017.jpg
"10 Aug 2018",pier-46-greenwich-village,"Spice World",1997,"World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.",https://hudsonriverpark.org/events/hudson-riverflick,0,"Film at 8:30pm",PG,https://ia.media-imdb.com/images/M/MV5BYmZjZWQxN2UtYzdiYS00NTFmLTg0ZTItMjEwOTk5NDU1ZDM4XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg,/img/posters/2018/spice-world-1997.jpg
"17 Aug 2018",pier-46-greenwich-village,"Karate Kid",1984,"A martial arts master agrees to teach karate to a bullied teenager.",https://hudsonriverpark.org/events/hudson-riverflick,0,"Film at 8:30pm",PG,https://ia.media-imdb.com/images/M/MV5BNTkzY2YzNmYtY2ViMS00MThiLWFlYTEtOWQ1OTBiOGEwMTdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,/img/posters/2018/karate-kid-1984.jpg
"24 Aug 2018",pier-46-greenwich-village,Coco,2017,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",https://hudsonriverpark.org/events/hudson-riverflick,0,"Film at 8:30pm",PG,https://ia.media-imdb.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_SX300.jpg,
"8 Jun 2018",parade-ground-governors-island,"Escape from New York",1981,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.",https://govisland.com/things-to-do/events/escape-in-new-york-escape-from-new-york,0,"7:00pm – 10:00pm",R,https://ia.media-imdb.com/images/M/MV5BMTUzMTY0Nzg0MV5BMl5BanBnXkFtZTgwMDU3MzQxMDE@._V1_SX300.jpg,/img/posters/2018/escape-from-new-york-1981.jpg
"13 Jul 2018",parade-ground-governors-island,"Desperately Seeking Susan",1985,"A bored suburban housewife, seeking escape from her life, suffers amnesia after an accident, wakes up, and is mistaken for a free-spirited New York City drifter named Susan.",https://govisland.com/things-to-do/events/escape-in-new-york-desperately-seeking-susan,0,"7:00pm – 10:00pm",PG-13,https://images-na.ssl-images-amazon.com/images/M/MV5BZGY2ZGU4OGMtODMxMC00M2M1LWE0ZGQtOGM1Yjk4MTJmNTZlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,/img/posters/2018/desperately-seeking-susan-1985.jpg
"10 Aug 2018",parade-ground-governors-island,Ghostbusters,1984,"Three former parapsychology professors set up shop as a unique ghost removal service.",https://govisland.com/things-to-do/events/escape-in-new-york-ghostbusters,0,"7:00pm – 10:00pm",PG,https://ia.media-imdb.com/images/M/MV5BMTkxMjYyNzgwMl5BMl5BanBnXkFtZTgwMTE3MjYyMTE@._V1_SX300.jpg,/img/posters/2018/ghostbusters-1984.jpg
"14 Sep 2018",parade-ground-governors-island,"The Last Dragon",1985,"In New York City, a young man searches for the ""master"" to obtain the final level of martial arts mastery known as the glow. Along the way, he must fight a martial arts expert corrupted ...",https://govisland.com/things-to-do/events/escape-in-new-york-the-last-dragon,0,"7:00pm – 10:00pm",PG-13,https://ia.media-imdb.com/images/M/MV5BMjlkNDA2NTQtYzNlOS00YmY1LTk5YzEtMWVhYTY0ZDI0ZDIxXkEyXkFqcGdeQXVyNjEwMTA0NTc@._V1_SX300.jpg,/img/posters/2018/the-last-dragon-1985.jpg
"31 Jul 2018",carl-schurz-park,"Paddington 2",2017,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",https://www.carlschurzparknyc.org/services2#comp-iq341ewy,0,"Film at 8:30pm

Free Insomnia Cookies!",PG,https://ia.media-imdb.com/images/M/MV5BMmYwNWZlNzEtNjE4Zi00NzQ4LWI2YmUtOWZhNzZhZDYyNmVmXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_SX300.jpg,/img/posters/2018/paddington-2-2017.jpg
"8 Aug 2018",carl-schurz-park,"Night at the Museum",2006,"A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.",https://www.carlschurzparknyc.org/services2#comp-iq341ewy,0,"Film at 8:30pm

Free Insomnia Cookies!",PG,https://ia.media-imdb.com/images/M/MV5BMTQyOTM4MDMxN15BMl5BanBnXkFtZTcwODg5NTQzMw@@._V1_SX300.jpg,/img/posters/2018/night-at-the-museum-2006.jpg
"4 Jun 2018",parklife-brooklyn,"Get Out",2017,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",https://www.parklifebk.com/events/2018/6/4/movie-mondays-get-out,0,"8:30pm – 10:30pm",R,https://ia.media-imdb.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_SX300.jpg,/img/posters/2018/get-out-2017.jpg
"11 Jun 2018",parklife-brooklyn,"Galaxy Quest",1999,"The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord.",https://www.parklifebk.com/events/2018/6/4/movie-mondays-get-out-w2a2t,0,"8:30pm – 10:30pm",PG,https://ia.media-imdb.com/images/M/MV5BNmZlNTY5YjQtZTU5ZC00MzcyLWI1NDMtNjA0ZjQxMmQwYjJmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,/img/posters/2018/galaxy-quest-1999.jpg
"18 Jun 2018",parklife-brooklyn,"The Sting",1973,"Two grifters team up to pull off the ultimate con.",https://www.parklifebk.com/events/2018/6/4/movie-mondays-get-out-w2a2t-d7ewh,0,"8:30pm – 10:30pm",PG,https://ia.media-imdb.com/images/M/MV5BZWNmODRmOTAtYTJhYi00NjllLTg3MTktNTBmZDZiNjJjZWVjXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,/img/posters/2018/the-sting-1973.jpg
"25 Jun 2018",parklife-brooklyn,Clueless,1995,"A rich high school student tries to boost a new pupil's popularity, but reckons without affairs of the heart getting in the way.",https://www.parklifebk.com/events/2018/6/4/movie-mondays-get-out-w2a2t-d7ewh-67p3b,0,"8:30pm – 10:30pm",PG-13,https://ia.media-imdb.com/images/M/MV5BMTgxODIxODE2MF5BMl5BanBnXkFtZTgwOTA4NjQxMTE@._V1_SX300.jpg,/img/posters/2018/clueless-1995.jpg
"19 Jun 2018",museum-of-the-city-of-new-york,"Bronx Gothic",2017,"From director Andrew Rossi (Page One: Inside the New York Times, The First Monday in May) comes an electrifying portrait of writer and performer Okwui Okpokwasili and her acclaimed ...",http://mcny.org/bronxgothic,10,"8:00pm – 10:15pm

Slight discount for museum members",N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BYzhiODM5NDUtNmE4MC00ODA0LTk0NWUtNzE1YWQxNWJhNDhiXkEyXkFqcGdeQXVyMTEwMzg1NQ@@._V1_SX300.jpg,/img/posters/2018/bronx-gothic-2017.jpg
"11 Jul 2018",museum-of-the-city-of-new-york,"Under the Influence of the Maysles Brothers",,,http://mcny.org/event/moonlight-movies-under-influence-maysles-brothers,12,"8:00pm – 10:15pm

Slight discount for museum members",,,
"2 Aug 2018",museum-of-the-city-of-new-york,"The Naked City",1948,"New York City film noir about two detectives investigating the death of an attractive young woman. The apparent suicide turns out to be murder.",http://mcny.org/event/moonlight-movies-naked-city,12,"8:00pm – 10:15pm

Slight discount for museum members",,https://ia.media-imdb.com/images/M/MV5BOTFkODExODktYWFiNS00ZTE1LWJhYzEtYmE2MTBkYzk2YWNhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,/img/posters/2018/the-naked-city-1948.jpg
"4 Jun 2018",azul-rooftop-hotel-hugo,"West Side Story",1961,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",,https://ia.media-imdb.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_SX300.jpg,/img/posters/2018/west-side-story-1961.jpg
"11 Jun 2018",azul-rooftop-hotel-hugo,"NBA Final",,,https://www.azulrooftop.com/cinema-nights,,"Film at sunset",,,
"18 Jun 2018",azul-rooftop-hotel-hugo,Rocky,1976,"A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",PG,https://ia.media-imdb.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_SX300.jpg,/img/posters/2018/rocky-1976.jpg
"25 Jun 2018",azul-rooftop-hotel-hugo,"The Big Lebowski",1998,"""The Dude"" Lebowski, mistaken for a millionaire Lebowski, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",R,https://ia.media-imdb.com/images/M/MV5BZTFjMjBiYzItNzU5YS00MjdiLWJkOTktNDQ3MTE3ZjY2YTY5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,/img/posters/2018/the-big-lebowski-1998.jpg
"2 Jul 2018",azul-rooftop-hotel-hugo,"Wonder Woman",2017,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",PG-13,https://ia.media-imdb.com/images/M/MV5BNDFmZjgyMTEtYTk5MC00NmY0LWJhZjktOWY2MzI5YjkzODNlXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,
"9 Jul 2018",azul-rooftop-hotel-hugo,Goodfellas,1990,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",R,https://ia.media-imdb.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,/img/posters/2018/goodfellas-1990.jpg
"16 Jul 2018",azul-rooftop-hotel-hugo,"The Warriors",1979,"In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",R,https://ia.media-imdb.com/images/M/MV5BYTU2MWRiMTMtYzAzZi00NGYzLTlkMDEtNWQ3MzZlNTJlNzZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,/img/posters/2018/the-warriors-1979.jpg
"23 Jul 2018",azul-rooftop-hotel-hugo,Grease,1978,"Good girl Sandy and greaser Danny fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",PG-13,https://ia.media-imdb.com/images/M/MV5BZDYwMDBiYWUtMDU0YS00YzEzLWJhYTctNGU0MDhmMzI4NWUxXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,/img/posters/2018/grease-1978.jpg
"30 Jul 2018",azul-rooftop-hotel-hugo,"Star Wars: The Last Jedi",2017,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",PG-13,https://ia.media-imdb.com/images/M/MV5BMjQ1MzcxNjg4N15BMl5BanBnXkFtZTgwNzgwMjY4MzI@._V1_SX300.jpg,/img/posters/2018/star-wars-the-last-jedi-2017.jpg
"6 Aug 2018",azul-rooftop-hotel-hugo,"Black Panther",2018,"T'Challa, the King of Wakanda, rises to the throne in the isolated, technologically advanced African nation, but his claim is challenged by a vengeful outsider who was a childhood victim of T'Challa's father's mistake.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",PG-13,https://ia.media-imdb.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_SX300.jpg,/img/posters/2018/black-panther-2018.jpg
"13 Aug 2018",azul-rooftop-hotel-hugo,"Pulp Fiction",1994,"The lives of two mob hitmen, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",R,https://ia.media-imdb.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,/img/posters/2018/pulp-fiction-1994.jpg
"20 Aug 2018",azul-rooftop-hotel-hugo,"Mean Girls",2004,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",PG-13,https://ia.media-imdb.com/images/M/MV5BMjE1MDQ4MjI1OV5BMl5BanBnXkFtZTcwNzcwODAzMw@@._V1_SX300.jpg,/img/posters/2018/mean-girls-2004.jpg
"27 Aug 2018",azul-rooftop-hotel-hugo,Superbad,2007,"Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.",https://www.azulrooftop.com/cinema-nights,,"Film at sunset",R,https://ia.media-imdb.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_SX300.jpg,/img/posters/2018/superbad-2007.jpg
